20/05/2019	09:51	0300394A	>
22/05/2019	15:18	0300394A	>
22/05/2019	15:18	0300394A	<
22/05/2019	15:19	0300394A	>
22/05/2019	15:19	0300394A	<
22/05/2019	15:19	BA80B81D	>
22/05/2019	15:20	BA80B81D	<
22/05/2019	15:20	BA80B81D	>
22/05/2019	15:20	BA80B81D	<
22/05/2019	15:20	BA80B81D	>
22/05/2019	15:20	BA80B81D	<
22/05/2019	15:20	BA80B81D	>
22/05/2019	15:20	BA80B81D	<
22/05/2019	15:20	BA80B81D	>
22/05/2019	15:20	BA80B81D	<
22/05/2019	15:20	BA80B81D	>
22/05/2019	15:20	BA80B81D	<
22/05/2019	15:21	BA80B81D	>
22/05/2019	15:21	BA80B81D	<
22/05/2019	15:21	BA80B81D	>
22/05/2019	15:21	BA80B81D	<
22/05/2019	15:21	BA80B81D	>
22/05/2019	15:21	BA80B81D	<
22/05/2019	15:21	BA80B81D	>
22/05/2019	15:21	BA80B81D	<
22/05/2019	15:21	BA80B81D	>
22/05/2019	15:21	BA80B81D	<
22/05/2019	15:21	BA80B81D	>
22/05/2019	15:21	BA80B81D	<
22/05/2019	15:22	BA80B81D	>
22/05/2019	15:22	BA80B81D	<
22/05/2019	15:22	BA80B81D	>
22/05/2019	15:22	BA80B81D	<
22/05/2019	15:22	BA80B81D	>
22/05/2019	15:22	BA80B81D	<
22/05/2019	15:22	BA80B81D	>
22/05/2019	15:22	BA80B81D	<
22/05/2019	15:22	BA80B81D	>
22/05/2019	15:22	BA80B81D	<
22/05/2019	15:22	BA80B81D	>
22/05/2019	15:23	BA80B81D	<
22/05/2019	15:23	BA80B81D	>
22/05/2019	15:23	BA80B81D	<
22/05/2019	15:23	BA80B81D	>
22/05/2019	15:23	BA80B81D	<
22/05/2019	15:23	BA80B81D	>
22/05/2019	15:23	BA80B81D	<
22/05/2019	15:23	BA80B81D	>
22/05/2019	15:23	BA80B81D	<
22/05/2019	15:23	BA80B81D	>
22/05/2019	15:24	BA80B81D	>
22/05/2019	15:24	BA80B81D	<
22/05/2019	15:24	BA80B81D	>
22/05/2019	15:24	BA80B81D	<
22/05/2019	15:38	BEE48EA9	>
22/05/2019	15:56	BEE48EA9	<
22/05/2019	16:13	BEE48EA9	>
22/05/2019	16:14	BAD1E81D	>
07/06/2019	13:55	3CBD08C8	>
07/06/2019	13:56	3CBD08C8	<
07/06/2019	13:56	3CBD08C8	>
07/06/2019	13:57	18942DAE	>
07/06/2019	13:59	18942DAE	<
07/06/2019	13:59	18942DAE	>
07/06/2019	14:02	AAE0B81D	>
07/06/2019	14:02	AAE0B81D	<
07/06/2019	14:46	AAC62A1D	>
07/06/2019	14:46	AAC62A1D	<
07/06/2019	14:48	AAE0B81D	>
07/06/2019	14:57	15F968A7	>
07/06/2019	15:13	AAE0B81D	>
07/06/2019	15:14	3CBD08C8	>
07/06/2019	15:14	3CBD08C8	>
07/06/2019	15:15	AAE0B81D	>
07/06/2019	15:18	AAE0B81D	<
07/06/2019	15:18	AAE0B81D	>
13/06/2019	10:18	AAE0B81D	>
13/06/2019	10:18	AAE0B81D	<
13/06/2019	10:19	AAE0B81D	>
13/06/2019	10:20	AAE0B81D	>
13/06/2019	10:20	AAE0B81D	>
13/06/2019	10:20	AAE0B81D	<
13/06/2019	10:21	AAE0B81D	>
13/06/2019	10:21	AAE0B81D	<
13/06/2019	10:21	AAE0B81D	>
13/06/2019	10:24	AAE0B81D	>
13/06/2019	10:31	AAE0B81D	>
13/06/2019	10:32	302F47A8	>
13/06/2019	10:33	302F47A8	>
13/06/2019	10:33	302F47A8	>
13/06/2019	10:34	302F47A8	>
13/06/2019	10:34	302F47A8	<
13/06/2019	10:35	3CBD08C8	>
13/06/2019	10:36	3CBD08C8	>
13/06/2019	11:42	3CBD08C8	<
13/06/2019	11:45	3CBD08C8	>
27/06/2019	13:06	0A082C83	>
27/06/2019	13:07	0A082C83	>
27/06/2019	13:07	0A082C83	>
27/06/2019	13:08	0A082C83	>
27/06/2019	13:09	0A082C83	>
27/06/2019	13:10	0A082C83	>
27/06/2019	13:10	0A082C83	>
27/06/2019	13:11	0A082C83	>
27/06/2019	13:15	0A082C83	>
27/06/2019	13:16	0A082C83	>
27/06/2019	13:18	0A082C83	>
27/06/2019	13:21	0A082C83	>
27/06/2019	13:21	0A082C83	>
27/06/2019	13:25	0A082C83	>
27/06/2019	13:36	0A082C83	>
03/02/2020	16:38	15F968A7	>
03/02/2020	16:39	15F968A7	>
03/02/2020	16:41	15F968A7	>
03/02/2020	16:44	15F968A7	<
